duration,Latitude,Longitude,Speed
1002,37.47624272,126.8827277,0.870000005
990,37.47625374,126.8827497,1.340000033
1002,37.47626241,126.882773,0.949999988
1009,37.47627139,126.8827954,1.090000033
995,37.47627652,126.8828154,1.149999976
993,37.47628048,126.8828319,0.829999983
1050,37.4762859,126.8828448,0.699999988
991,37.47629065,126.8828599,1.019999981
973,37.47629919,126.8828789,1.149999976
988,37.47630793,126.882896,0.660000026
991,37.47631425,126.8829098,0.74000001
992,37.47631827,126.8829253,0.949999988
1012,37.47632269,126.8829434,1.179999948
1017,37.47632814,126.8829617,1.00999999
996,37.47633373,126.8829753,0.529999971
1002,37.47633944,126.8829862,0.360000014
985,37.47634527,126.8829985,0.689999998
1010,37.47635324,126.8830121,0.720000029
1038,37.47636264,126.8830254,0.839999974
1004,37.47637122,126.8830416,1.220000029
1011,37.47638288,126.8830604,1.320000052
1013,37.47639123,126.8830828,1.470000029
1002,37.47639182,126.8831053,1.070000052
980,37.47638604,126.8831265,0
981,37.47638065,126.8831336,0.25
1008,37.47637557,126.8831401,0
1004,37.47637327,126.8831428,0
1013,37.47637043,126.8831487,0.639999986
998,37.47636411,126.8831554,0
973,37.47635737,126.8831643,1
1028,37.47634768,126.8831757,0.540000021
1004,37.47633705,126.8831905,1.350000024
997,37.47632199,126.8832022,0
981,37.47631861,126.8832041,0.239999995
1025,37.4763158,126.8832065,0
98902,37.47638333,126.8835848,0.709999979
1011,37.47639479,126.8835902,0.720000029
1015,37.47640418,126.8835976,0.870000005
1015,37.47641539,126.8836037,1.149999976
1011,37.47642499,126.8836079,0.449999988
1035,37.47643507,126.8836119,0.349999994
1011,37.4764395,126.8836109,0.5
1004,37.47644171,126.883614,0.419999987
974,37.47644533,126.8836197,1.059999943
998,37.47644952,126.8836286,0.620000005
1008,37.4764513,126.8836337,0.280000001
981,37.47645635,126.8836366,0.460000008
969,37.47646728,126.8836427,0.939999998
1001,37.47647658,126.8836439,0.689999998
1004,37.47648163,126.8836467,0.680000007
1004,37.47648821,126.8836524,0.860000014
1001,37.47649534,126.8836603,0.970000029
986,37.47650466,126.8836696,1
1008,37.47651292,126.883681,1.019999981
1014,37.47652242,126.8836924,0.730000019
1012,37.47653273,126.883703,0.810000002
984,37.47654477,126.8837151,1.029999971
988,37.47655482,126.8837262,0.870000005
1016,37.47656319,126.8837392,0.819999993
1005,37.47656667,126.8837489,1.169999957
1003,37.47657045,126.8837595,1.080000043
1002,37.47657174,126.8837705,1.169999957
983,37.47656837,126.8837777,0.720000029
1004,37.47655971,126.8837862,0.899999976
1011,37.47655139,126.8838002,0.980000019
978,37.47654387,126.8838111,0.689999998
981,37.47654138,126.8838226,1
1014,37.47654187,126.8838375,1.279999971
992,37.47654175,126.8838532,1.139999986
1021,37.47654135,126.8838717,1.25
1010,37.47653688,126.8838916,1.110000014
1020,37.47653597,126.8839097,1.00999999
976,37.47653435,126.8839285,1.149999976
996,37.47653553,126.883941,0.629999995
1001,37.47653484,126.8839511,0.75999999
1009,37.47653406,126.8839643,0.75999999
994,37.47653119,126.8839812,1.139999986
997,37.47652821,126.8840016,1.25999999
989,37.47652791,126.8840265,1.850000024
977,37.47652552,126.8840488,1.289999962
1001,37.47652786,126.8840601,0.409999996
1007,37.47652916,126.8840666,0.600000024
1003,37.47653321,126.8840771,0.860000014
994,37.47653617,126.8840839,0.560000002
996,37.47653808,126.8840895,0.529999971
1011,37.47653966,126.8840962,0.639999986
1023,37.47654117,126.8841046,0.74000001
999,37.47654252,126.8841133,0.730000019
991,37.47654593,126.8841296,1.320000052
984,37.47655231,126.8841565,1.779999971
1005,37.47656504,126.8841948,2.289999962
1006,37.47657799,126.884235,2.349999905
994,37.47658641,126.8842674,2.420000076
993,37.47659496,126.8843005,2.430000067
992,37.47659997,126.8843288,2.220000029
1009,37.47636374,126.8843459,2.430000067
1005,37.47662217,126.8842131,0.469999999
1004,37.4766097,126.8842243,0.310000002
1006,37.47661607,126.8842269,0.449999988
994,37.47658336,126.8842536,1.00999999
1007,37.47655387,126.8842809,1.360000014
984,37.47651603,126.8843109,1.529999971
993,37.47649056,126.8843318,1.019999981
1014,37.47647511,126.8843422,0.660000026
1007,37.47646087,126.8843523,0.769999981
998,37.47645085,126.8843632,1.440000057
988,37.47644874,126.884374,1.039999962
997,37.4764586,126.8843795,0.529999971
1002,37.47647217,126.8843837,0.629999995
997,37.47649148,126.8843851,0.5
1002,37.47650859,126.8843856,0.310000002
1010,37.47652626,126.8843853,0.330000013
1001,37.47654106,126.8843847,0.349999994
1006,37.47654858,126.8843885,0.680000007
999,37.47656109,126.884392,0.569999993
999,37.47657408,126.884392,0.159999996
992,37.47658725,126.8843927,0.610000014
993,37.47659622,126.884397,0.569999993
1003,37.47660696,126.8843965,0
13045,37.47661536,126.8843956,0
978,37.47661739,126.8844,0.430000007
967,37.47661994,126.8844121,1.049999952
1002,37.4766205,126.8844282,0.910000026
1027,37.47662352,126.8844453,1.279999971
995,37.47662951,126.8844641,1.299999952
996,37.47663822,126.8844775,0.819999993
1011,37.47664771,126.8844919,1.190000057
1000,37.47665762,126.8845102,1
1010,37.47666827,126.884528,0.970000029
986,37.47668067,126.8845491,1.090000033
994,37.4766948,126.8845726,0.99000001
1012,37.47671296,126.884582,0.860000014
993,37.4767292,126.884587,0.610000014
1005,37.47674432,126.8845918,0.389999986
1007,37.47675867,126.8845982,0.439999998
1006,37.47677094,126.8846049,0.230000004
986,37.47678353,126.8846161,0.610000014
1000,37.47679606,126.8846263,0.579999983
999,37.47681459,126.8846397,0
2996,37.47682928,126.8846588,0
2703,37.4768312,126.884662,0.170000002
304,37.47683516,126.884676,1.039999962
972,37.47684076,126.8846931,1.090000033
1013,37.47684682,126.8847166,1.210000038
998,37.47685099,126.8847385,1.120000005
1001,37.47685333,126.8847578,1.169999957
1004,37.47685704,126.8847782,1.25
994,37.47686085,126.8847973,1.200000048
1005,37.47686488,126.8848159,1.149999976
1004,37.47686948,126.8848336,1
1014,37.4768753,126.884852,1.110000014
1001,37.47688188,126.8848695,1.090000033
981,37.47688853,126.8848864,1.169999957
1021,37.47689283,126.8849053,1.149999976
1016,37.47689589,126.8849227,0.689999998
1008,37.47689772,126.8849383,1.049999952
987,37.47689665,126.8849589,1.309999943
1010,37.47690105,126.88498,1.309999943
1006,37.47690914,126.8849951,1.299999952
1345,37.47691389,126.8850122,1.299999952
602,37.47691901,126.8850278,1.299999952
998,37.47692338,126.8850458,1.309999943
1032,37.47692827,126.885067,1.309999943
983,37.4769317,126.8850866,1.309999943
975,37.47693931,126.8851048,1.309999943
1016,37.47694651,126.8851213,1.309999943
1007,37.47695317,126.8851317,1.299999952
1035,37.47695891,126.8851407,1.299999952
992,37.47696228,126.8851503,1.299999952
961,37.47696785,126.8851608,1.299999952
1027,37.47697504,126.8851743,1.299999952
1008,37.4769788,126.8851903,1.299999952
1010,37.47698661,126.8852072,1.309999943
989,37.47699234,126.8852211,1.309999943
970,37.47699708,126.8852351,1.309999943
993,37.47699727,126.8852463,1.299999952
1006,37.47699805,126.8852586,1.299999952
999,37.47700284,126.8852696,1.299999952
1026,37.47700851,126.8852834,1.299999952
1004,37.47701272,126.8853065,1.309999943
1001,37.47701591,126.8853305,1.320000052
996,37.47700918,126.8853455,1.309999943
1007,37.47700338,126.8853582,1.299999952
996,37.47699519,126.8853676,1.299999952
998,37.47698457,126.8853678,1.309999943
1000,37.47697934,126.885359,1.309999943
1001,37.47697761,126.885348,1.299999952
1014,37.47697598,126.8853371,1.299999952
1030,37.47696641,126.8853405,1.299999952
968,37.47695552,126.8853501,1.299999952
1018,37.47694562,126.8853461,1.299999952
982,37.47693748,126.8853363,1.299999952
950,37.47693125,126.8853252,1.299999952
1010,37.47692518,126.885319,1.289999962
1027,37.47691334,126.8853132,1.299999952
1004,37.47690098,126.8853152,1.289999962
990,37.47689068,126.8853153,1.289999962
971,37.47688429,126.8853079,1.289999962
1011,37.47687732,126.885309,1.279999971
1005,37.47688528,126.8853119,1.279999971
997,37.47689174,126.8853042,1.269999981
1026,37.47689048,126.8852906,1.269999981
989,37.47688714,126.885278,1.269999981
1028,37.47687996,126.8852676,1.269999981
994,37.4768678,126.8852561,1.269999981
1004,37.47685871,126.8852463,1.269999981
996,37.47685445,126.8852411,1.25999999
964,37.47685417,126.8852327,1.25999999
985,37.47685669,126.8852242,1.25
1026,37.47685627,126.8852313,1.25
974,37.47685393,126.8852298,1.25
1020,37.47684682,126.8852075,1.25
1031,37.47684133,126.8851869,1.25
991,37.47683437,126.8851704,1.25
997,37.47682903,126.8851556,1.25
1011,37.47682145,126.8851386,1.25
1007,37.4768234,126.8851274,1.25
998,37.47682473,126.8851146,1.25
1002,37.47682638,126.8851051,1.25
998,37.47683316,126.8851032,1.24000001
1016,37.47683317,126.8851165,1.24000001
980,37.47682479,126.8851356,1.24000001
988,37.47681901,126.8851514,1.24000001
975,37.47681461,126.8851668,1.24000001
990,37.47681545,126.8851903,1.230000019
1020,37.47681723,126.8852104,1.230000019
1005,37.47682275,126.8852267,1.230000019
997,37.4768304,126.8852439,1.230000019
979,37.47683243,126.8852617,1.230000019
985,37.47683049,126.8852815,1.230000019
1022,37.47683323,126.8853048,1.230000019
996,37.47683836,126.8853257,1.230000019
984,37.47684262,126.8853453,1.230000019
1012,37.4768453,126.8853649,1.230000019
982,37.47684519,126.8853853,1.230000019
1009,37.47684384,126.8854044,1.230000019
990,37.47684338,126.8854246,1.230000019
1023,37.47684438,126.8854446,1.230000019
993,37.47684579,126.8854678,1.24000001
988,37.47684981,126.88549,1.24000001
1013,37.47685298,126.8855137,1.24000001
996,37.47685692,126.8855341,1.24000001
993,37.47686129,126.8855526,1.24000001
1022,37.47686681,126.8855644,1.24000001
1034,37.47687147,126.8855739,1.230000019
974,37.47687431,126.8855887,1.24000001
1004,37.47687627,126.8856026,1.24000001
990,37.47687748,126.8856166,1.230000019
1001,37.47688358,126.8856262,1.230000019
1056,37.47689126,126.8856334,1.230000019
1007,37.4768986,126.8856396,1.230000019
983,37.47690774,126.8856486,1.230000019
1010,37.47691604,126.8856602,1.230000019
988,37.4769235,126.8856702,1.230000019
943,37.4769305,126.8856805,1.230000019
1004,37.47693463,126.8856874,1.220000029
1019,37.47693871,126.8856947,1.220000029
992,37.47694227,126.8857038,1.220000029
996,37.47694157,126.8857114,1.210000038
985,37.47694058,126.8857217,1.210000038
1021,37.47694198,126.8857374,1.220000029
1031,37.47694348,126.8857516,1.220000029
1003,37.47694694,126.8857657,1.220000029
960,37.47694915,126.8857797,1.220000029
1013,37.47695378,126.8858037,1.230000019
1029,37.47696026,126.8858278,1.230000019
999,37.47696549,126.8858439,1.220000029
974,37.47696895,126.8858593,1.230000019
993,37.47697662,126.8858738,1.230000019
1001,37.47698791,126.8858826,1.230000019
1010,37.47700215,126.8858853,1.230000019
1023,37.47701615,126.8858893,1.230000019
1000,37.47701837,126.8859128,1.230000019
1010,37.4770202,126.8859365,1.24000001
975,37.47702024,126.8859558,1.230000019
1003,37.47701671,126.8859724,1.230000019
983,37.47701559,126.8859856,1.230000019
999,37.47701483,126.8859993,1.230000019
994,37.47701339,126.8860105,1.230000019
1016,37.47701588,126.8860193,1.220000029
992,37.47702301,126.8860282,1.230000019
1024,37.47703139,126.8860409,1.230000019
979,37.4770382,126.8860538,1.230000019
1003,37.47704708,126.8860588,1.230000019
987,37.47705403,126.8860664,1.220000029
996,37.47706149,126.8860787,1.230000019
1023,37.47707197,126.886092,1.230000019
1005,37.47708139,126.886103,1.230000019
1000,37.47708913,126.8861119,1.230000019
969,37.47709726,126.8861262,1.230000019
981,37.47710675,126.8861461,1.230000019
994,37.4771164,126.8861627,1.230000019
1014,37.4771264,126.8861797,1.24000001
1016,37.47713508,126.8861944,1.24000001
984,37.47714427,126.8862099,1.24000001
1006,37.4771533,126.8862255,1.24000001
984,37.47716155,126.8862397,1.24000001
1011,37.47716933,126.8862538,1.24000001
993,37.47717477,126.8862635,1.24000001
1002,37.47718531,126.8862756,1.24000001
997,37.47720002,126.8862866,1.24000001
1015,37.47721365,126.886294,1.24000001
986,37.47722412,126.8863038,1.24000001
999,37.47723191,126.8863122,1.24000001
998,37.47723821,126.886323,1.24000001
991,37.4772412,126.8863347,1.24000001
1010,37.47724379,126.8863478,1.24000001
997,37.47724609,126.886361,1.24000001
993,37.47725095,126.886374,1.24000001
1004,37.47725694,126.8863862,1.24000001
1006,37.47726351,126.8863981,1.24000001
1006,37.47726743,126.8864074,1.230000019
1043,37.47727118,126.8864193,1.230000019
986,37.47727449,126.8864323,1.230000019
957,37.47727949,126.8864441,1.230000019
1001,37.47728405,126.8864552,1.230000019
989,37.47728482,126.8864683,1.230000019
999,37.47728124,126.8864816,1.230000019
1003,37.47727873,126.886495,1.230000019
995,37.4772756,126.8865082,1.230000019
1000,37.47727333,126.8865232,1.230000019
996,37.47727578,126.886538,1.230000019
1002,37.47728192,126.8865555,1.24000001
1019,37.47728684,126.8865712,1.24000001
1006,37.47728931,126.886586,1.24000001
1008,37.47729184,126.8865993,1.230000019
979,37.47729446,126.8866106,1.230000019
1008,37.47729453,126.8866237,1.230000019
996,37.47729695,126.8866372,1.230000019
1009,37.47730134,126.8866473,1.230000019
990,37.47730533,126.8866586,1.230000019
1011,37.47730857,126.886668,1.230000019
993,37.4773119,126.886679,1.230000019
1004,37.47731506,126.8866906,1.230000019
981,37.47731762,126.8867035,1.230000019
1013,37.47732008,126.8867158,1.230000019
997,37.47732331,126.8867311,1.230000019
992,37.4773298,126.8867427,1.230000019
1017,37.47733744,126.8867532,1.230000019
1009,37.47734821,126.8867607,1.220000029
1004,37.47735819,126.886767,1.220000029
989,37.47736785,126.8867719,1.220000029
996,37.47738155,126.8867771,1.220000029
985,37.47739675,126.8867777,1.220000029
1004,37.47741121,126.8867789,1.220000029
1006,37.47742467,126.8867826,1.220000029
1017,37.47743925,126.886792,1.220000029
981,37.47745468,126.8868049,1.220000029
1012,37.4774664,126.8868192,1.220000029
1006,37.47748027,126.886833,1.220000029
994,37.47748961,126.8868435,1.220000029
1004,37.47750164,126.8868569,1.220000029
1005,37.47751071,126.8868695,1.220000029
1001,37.4775169,126.8868838,1.220000029
976,37.47752287,126.8868984,1.220000029
1011,37.47752653,126.8869132,1.220000029
999,37.47752769,126.8869306,1.220000029
1008,37.47752853,126.886947,1.220000029
1002,37.47753082,126.8869614,1.220000029
1004,37.47753499,126.8869757,1.220000029
1004,37.47754001,126.8869863,1.220000029
1004,37.47754518,126.8869974,1.220000029
993,37.47755069,126.8870061,1.220000029
983,37.47755666,126.8870166,1.220000029
996,37.47756295,126.8870279,1.220000029
1014,37.47756655,126.887039,1.220000029
993,37.4775724,126.8870503,1.220000029
1007,37.4775783,126.8870613,1.220000029
1001,37.47758436,126.8870742,1.220000029
996,37.47759045,126.8870835,1.220000029
999,37.47759703,126.8870942,1.220000029
1058,37.47759628,126.8871067,1.220000029
1016,37.47759746,126.8871238,1.220000029
951,37.47760097,126.8871394,1.220000029
993,37.47759141,126.887149,1.210000038
1045,37.47758182,126.887161,1.220000029
1003,37.47756835,126.8871759,1.220000029
1031,37.4775599,126.8871923,1.220000029
941,37.47754763,126.8872169,1.220000029
991,37.47753311,126.8872427,1.220000029
1009,37.47752116,126.8872616,1.220000029
1021,37.47751307,126.8872772,1.220000029
1000,37.47751502,126.8872965,1.220000029
1008,37.47751811,126.8873172,1.220000029
980,37.47750915,126.8873417,1.230000019
1004,37.47751065,126.887365,1.230000019
984,37.47751483,126.8873856,1.230000019
1008,37.47751875,126.8874059,1.230000019
999,37.4775228,126.887431,1.230000019
1003,37.4775302,126.8874547,1.230000019
966,37.47753114,126.8874763,1.24000001
1027,37.47753717,126.8874937,1.230000019
1043,37.4775433,126.8875085,1.230000019
994,37.47754223,126.887532,1.24000001
983,37.47754584,126.8875499,1.24000001
996,37.47755094,126.8875713,1.24000001
1002,37.47754799,126.8875924,1.24000001
1008,37.47754071,126.887605,1.230000019
1011,37.47753317,126.8876155,1.230000019
